[1.0, u'procedure case originated']
[0.13, u'added tax chargeable']
[0.13, u'alleged particular conditions']
[0.13, u'arouses feelings fear']
[0.13, u'article provision requires']
[0.13, u'authorities obligation carry']
[0.13, u'causing cruel suffering']
[0.13, u'chamber declared application']
[0.13, u'convention provides court']
[0.13, u'convention refers essentially']
[0.13, u'court awards applicant']
[0.13, u'court concludes complaint']
[0.13, u'decide place maintain']
[0.13, u'decisions sufficient relevant']
[0.13, u'event public emergency']
[0.13, u'ground sex race']
[0.13, u'intentionally save execution']
[0.13, u'legitimate aim pursued']
[0.13, u'maintain detention person']
[0.13, u'national minority property']
[0.13, u'nature task recognises']
[0.13, u'place maintain detention']
[0.13, u'principle resources medical']
[0.13, u'provide effective representation']
[0.13, u'reasons decisions sufficient']
[0.13, u'respondent state failed']
[0.13, u'right peaceful enjoyment']
[0.13, u'seriousness violations respect']
[0.13, u'shall deprived possessions']
[0.13, u'shall necessary afford']
[0.13, u'sufficient level severity']
[0.13, u'undertaking leave town']
[0.13, u'use force firearms']
[0.13, u'violence entailing consequences']
[0.13, u'way redressing violation']
[0.125, u'13 convention iii']
[0.125, u'applicant applied medical']
[0.125, u'authorities afford applicants']
[0.125, u'brought public prosecutor']
[0.125, u'circumstances voluntarily created']
[0.125, u'court article 34']
[0.125, u'created authorities afford']
[0.125, u'criminal offence subject']
[0.125, u'deprived possessions public']
[0.125, u'federal republic yugoslavia']
[0.125, u'high commissioner refugees']
[0.125, u'humiliation connected given']
[0.125, u'illegal armed groups']
[0.125, u'moral physical resistance']
[0.125, u'naturally occurring illness']
[0.125, u'net award paid']
[0.125, u'offence following minimum']
[0.125, u'police breach article']
[0.125, u'police station mr']
[0.125, u'presupposes prosecution criminal']
[0.125, u'public exposure exceeding']
[0.125, u'purpose conclusively rule']
[0.125, u'relate breaches alleged']
[0.125, u'relevant provisions act']
[0.125, u'respondent state responsible']
[0.125, u'review applicant detention']
[0.125, u'right liberty security']
[0.125, u'severity relative depends']
[0.125, u'states positive obligations']
[0.125, u'threshold degrading treatment']
[0.12, u'15 july 1995']
[0.12, u'65 applicant complained']
[0.12, u'accordance law necessary']
[0.12, u'afforded discretion manner']
[0.12, u'amounted interference rights']
[0.12, u'argued applicants failed']
[0.12, u'breaking physical moral']
[0.12, u'clear causal connection']
[0.12, u'contracting states right']
[0.12, u'court concludes force']
[0.12, u'court shall necessary']
[0.12, u'established international law']
[0.12, u'evidence primarily matter']
[0.12, u'evolved separate autonomous']
[0.12, u'fundamental principles underlying']
[0.12, u'government submitted claim']
[0.12, u'issue light material']
[0.12, u'letter 20 april']
[0.12, u'light material placed']
[0.12, u'limits supervision carried']
[0.12, u'medical assistance applicant']
[0.12, u'medical facilities penitentiary']
[0.12, u'minority property birth']
[0.12, u'obligation conform substantive']
[0.12, u'onus government provide']
[0.12, u'person entitled peaceful']
[0.12, u'proved far rigorous']
[0.12, u'purposes positive obligation']
[0.12, u'realistic possibility using']
[0.12, u'reasonable steps prevent']
[0.12, u'safety measures 53']
[0.12, u'testimony forensic evidence']
[0.12, u'turkish liras try']
[0.115, u'123 government submitted']
[0.115, u'account existence formal']
[0.115, u'applicants allegations ill']
[0.115, u'applicants realistic possibility']
[0.115, u'article 243 criminal']
[0.115, u'authorities left premises']
[0.115, u'breaking individual moral']
[0.115, u'case originated applications']
[0.115, u'caused produce evidence']
[0.115, u'complaint article protocol']
[0.115, u'court observes outset']
[0.115, u'defend person legal']
[0.115, u'determination criminal charges']
[0.115, u'domestic remedies reached']
[0.115, u'legal basis domestic']
[0.115, u'legal person entitled']
[0.115, u'political opinion national']
[0.115, u'problem structural nature']
[0.115, u'protect physical persons']
[0.115, u'represents principle appropriate']
[0.115, u'respondent state secure']
[0.115, u'rights freedoms admissibility']
[0.115, u'section court rule']
[0.115, u'sentence court following']
[0.115, u'states afforded discretion']
[0.115, u'strictly necessary conduct']
[0.115, u'substance allegations ill']
[0.115, u'sufficient cause distress']
[0.115, u'supreme court justice']
[0.115, u'theoretical illusory practical']
[0.11, u'14 november 2000']
[0.11, u'2000 applicant received']
[0.11, u'able lead identification']
[0.11, u'agent state accused']
[0.11, u'alia circumstances voluntarily']
[0.11, u'applicant violation convention']
[0.11, u'apply court challenge']
[0.11, u'best interests child']
[0.11, u'conclusively rule finding']
[0.11, u'connected given form']
[0.11, u'court exercise certain']
[0.11, u'cumulative effects conditions']
[0.11, u'demonstrators engage acts']
[0.11, u'detention facility iz']
[0.11, u'detention remand centre']
[0.11, u'detention state agents']
[0.11, u'dignity arouses feelings']
[0.11, u'held article convention']
[0.11, u'kingdom government government']
[0.11, u'life threatening absence']
[0.11, u'medical assistance provided']
[0.11, u'north caucasus region']
[0.11, u'officers performance duties']
[0.11, u'payment compensation doing']
[0.11, u'police officers refused']
[0.11, u'question reasons decisions']
[0.11, u'regard previous cases']
[0.11, u'relating article 11']
[0.11, u'social origin association']
[0.11, u'torture ill treatment']
[0.11, u'upheld court appeal']
[0.11, u'victim allegations particularly']
[0.11, u'violation does lie']
[0.105, u'article 37 court']
[0.105, u'chechnya prosecutor office']
[0.105, u'court rule 52']
[0.105, u'crime penalty provided']
[0.105, u'decision court shall']
[0.105, u'democratic societies making']
[0.105, u'discrimination ground sex']
[0.105, u'effective independent investigation']
[0.105, u'examine complaint standpoint']
[0.105, u'freedoms convention russian']
[0.105, u'good health injured']
[0.105, u'illusory practical effective']
[0.105, u'judgments relating article']
[0.105, u'length applicant detention']
[0.105, u'lose sight fact']
[0.105, u'marks temporal limits']
[0.105, u'matter established international']
[0.105, u'medical care provided']
[0.105, u'medical expert report']
[0.105, u'medical surgical psychiatric']
[0.105, u'mental effects cases']
[0.105, u'notion inhuman degrading']
[0.105, u'present aimed awarding']
[0.105, u'principles underlying judgments']
[0.105, u'procedure prescribed law']
[0.105, u'properly informed progress']
[0.105, u'respondent state obligations']
[0.105, u'result treatment subjected']
[0.105, u'sees fit apply']
[0.105, u'shall seek detect']
[0.105, u'shall subjected torture']
[0.105, u'sleep use toilet']
[0.105, u'state positive obligation']
[0.105, u'total social isolation']
[0.105, u'trial detention centre']
[0.105, u'underlying judgments relating']
[0.105, u'violation article 34']
[0.10000000000000001, u'ability establish cause']
[0.10000000000000001, u'accordingly investigation effective']
[0.10000000000000001, u'account conditions applicant']
[0.10000000000000001, u'applicant complaint article']
[0.10000000000000001, u'applicant complaints raised']
[0.10000000000000001, u'applicant kept cell']
[0.10000000000000001, u'application principles present']
[0.10000000000000001, u'arrested told simple']
[0.10000000000000001, u'article convention injuries']
[0.10000000000000001, u'concerned detained authorities']
[0.10000000000000001, u'convention ground declaring']
[0.10000000000000001, u'convention injuries sustained']
[0.10000000000000001, u'courts case law']
[0.10000000000000001, u'criminal code amended']
[0.10000000000000001, u'decision non jurisdiction']
[0.10000000000000001, u'detained authorities left']
[0.10000000000000001, u'effective remedies respect']
[0.10000000000000001, u'falls applicant establish']
[0.10000000000000001, u'fell outside scope']
[0.10000000000000001, u'government desirable interests']
[0.10000000000000001, u'government following reasons']
[0.10000000000000001, u'guarantees required article']
[0.10000000000000001, u'inevitable element suffering']
[0.10000000000000001, u'inflicted contravention article']
[0.10000000000000001, u'istanbul state security']
[0.10000000000000001, u'legal factual grounds']
[0.10000000000000001, u'limited compared civil']
[0.10000000000000001, u'medical treatment detention']
[0.10000000000000001, u'necessary medical surgical']
[0.10000000000000001, u'origin association national']
[0.10000000000000001, u'person legal assistance']
[0.10000000000000001, u'proceedings brought applicant']
[0.10000000000000001, u'provided law general']
[0.10000000000000001, u'provision iv alleged']
[0.10000000000000001, u'rights freedoms defined']
[0.10000000000000001, u'shall deprived liberty']
[0.10000000000000001, u'square metres windows']
[0.10000000000000001, u'steps safeguard lives']
[0.10000000000000001, u'surgical psychiatric services']
[0.10000000000000001, u'suspicion person arrested']
[0.10000000000000001, u'sustained result ill']
[0.10000000000000001, u'taken custody good']
[0.10000000000000001, u'task recognises cautious']
[0.10000000000000001, u'vulnerable position authorities']
[0.10000000000000001, u'x2011 treated police']
[0.095000000000000001, u'2007 court declared']
[0.095000000000000001, u'69 court considers']
[0.095000000000000001, u'absolve state responsibility']
[0.095000000000000001, u'administration correctional colony']
[0.095000000000000001, u'afford applicants realistic']
[0.095000000000000001, u'attributed state absence']
[0.095000000000000001, u'authorities decide place']
[0.095000000000000001, u'branch istanbul security']
[0.095000000000000001, u'character court finds']
[0.095000000000000001, u'complained article convention']
[0.095000000000000001, u'confine reaction incidents']
[0.095000000000000001, u'considers application manifestly']
[0.095000000000000001, u'court trial case']
[0.095000000000000001, u'deprived liberty save']
[0.095000000000000001, u'european convention human']
[0.095000000000000001, u'european union law']
[0.095000000000000001, u'following conviction crime']
[0.095000000000000001, u'implies inter alia']
[0.095000000000000001, u'impugned state affairs']
[0.095000000000000001, u'individual showing lack']
[0.095000000000000001, u'individual taken custody']
[0.095000000000000001, u'inter alia circumstances']
[0.095000000000000001, u'language understand essential']
[0.095000000000000001, u'lasting consequences health']
[0.095000000000000001, u'long term prisoners']
[0.095000000000000001, u'northern ireland lodged']
[0.095000000000000001, u'place court notes']
[0.095000000000000001, u'possessions public subject']
[0.095000000000000001, u'prosecutor filed indictment']
[0.095000000000000001, u'prosecutor office taken']
[0.095000000000000001, u'relevant sufficient grounds']
[0.095000000000000001, u'secure jurisdiction rights']
[0.095000000000000001, u'security forces burned']
[0.095000000000000001, u'sentence article enjoins']
[0.095000000000000001, u'steps prevent ill']
[0.095000000000000001, u'technical language understand']
[0.095000000000000001, u'threatening life nation']
[0.089999999999999997, u'35 000 plus']
[0.089999999999999997, u'admissibility article 29']
[0.089999999999999997, u'admissibility evidence primarily']
[0.089999999999999997, u'applicant did access']
[0.089999999999999997, u'applicants legal representatives']
[0.089999999999999997, u'applied degree flexibility']
[0.089999999999999997, u'case accordance law']
[0.089999999999999997, u'case file court']
[0.089999999999999997, u'connection issue compliance']
[0.089999999999999997, u'court appeal upheld']
[0.089999999999999997, u'court considers insufficient']
[0.089999999999999997, u'court reiterates examined']
[0.089999999999999997, u'damage caused citizens']
[0.089999999999999997, u'determination civil rights']
[0.089999999999999997, u'domestic legal order']
[0.089999999999999997, u'essential legal factual']
[0.089999999999999997, u'expression accordance law']
[0.089999999999999997, u'factual grounds arrest']
[0.089999999999999997, u'flexibility excessive formalism']
[0.089999999999999997, u'grounds given judicial']
[0.089999999999999997, u'having regard previous']
[0.089999999999999997, u'hearing does lay']
[0.089999999999999997, u'implication form effective']
[0.089999999999999997, u'including inter alia']
[0.089999999999999997, u'intended guarantee theoretical']
[0.089999999999999997, u'measure imposed connection']
[0.089999999999999997, u'merits rule 59']
[0.089999999999999997, u'preventive measure applied']
[0.089999999999999997, u'prosecution criminal case']
[0.089999999999999997, u'regarded life x2011']
[0.089999999999999997, u'rests government demonstrate']
[0.089999999999999997, u'romanian national mr']
[0.089999999999999997, u'state accused crimes']
[0.089999999999999997, u'strike case list']
[0.089999999999999997, u'sub paragraph paragraph']
[0.089999999999999997, u'submitted domestic courts']
[0.089999999999999997, u'substantive clauses convention']
[0.089999999999999997, u'sufficient deprive status']
[0.089999999999999997, u'supervisory review proceedings']
[0.089999999999999997, u'time admissibility article']
[0.089999999999999997, u'torture inhuman degrading']
[0.089999999999999997, u'understand essential legal']
[0.089999999999999997, u'view state health']
[0.085000000000000006, u'23 october 2009']
[0.085000000000000006, u'affirmanti incumbit probatio']
[0.085000000000000006, u'allegedly ill x2011']
[0.085000000000000006, u'analysed connection issue']
[0.085000000000000006, u'applicants submissions facts']
[0.085000000000000006, u'article 14 taken']
[0.085000000000000006, u'article iv alleged']
[0.085000000000000006, u'articles 23 24']
[0.085000000000000006, u'association national minority']
[0.085000000000000006, u'claim ill treatment']
[0.085000000000000006, u'control entry residence']
[0.085000000000000006, u'court present case']
[0.085000000000000006, u'criminal investigation abduction']
[0.085000000000000006, u'detention facility 11']
[0.085000000000000006, u'domestic international law']
[0.085000000000000006, u'entitled peaceful enjoyment']
[0.085000000000000006, u'establishment facts present']
[0.085000000000000006, u'examples domestic case']
[0.085000000000000006, u'fair hearing does']
[0.085000000000000006, u'follows charged criminal']
[0.085000000000000006, u'force ordinance 56']
[0.085000000000000006, u'fundamental freedoms convention']
[0.085000000000000006, u'government decided rule']
[0.085000000000000006, u'inter alia eyewitness']
[0.085000000000000006, u'interests justice require']
[0.085000000000000006, u'law ill treatment']
[0.085000000000000006, u'law lawful arrest']
[0.085000000000000006, u'lawful detention does']
[0.085000000000000006, u'measures 53 special']
[0.085000000000000006, u'ms kostromina lawyer']
[0.085000000000000006, u'necessary material obtained']
[0.085000000000000006, u'premises subsequently deprived']
[0.085000000000000006, u'previous cases explanation']
[0.085000000000000006, u'private life broad']
[0.085000000000000006, u'provisions read follows']
[0.085000000000000006, u'refused request ground']
[0.085000000000000006, u'required play preventing']
[0.085000000000000006, u'respect diminishing human']
[0.085000000000000006, u'respect individual liberty']
[0.085000000000000006, u'right effective participation']
[0.085000000000000006, u'role required play']
[0.085000000000000006, u'rules court applicants']
[0.085000000000000006, u'save execution sentence']
[0.085000000000000006, u'set article convention']
[0.085000000000000006, u'subsequently deprived liberty']
[0.085000000000000006, u'temporal limits supervision']
[0.085000000000000006, u'told simple non']
[0.085000000000000006, u'treatment attain minimum']
[0.085000000000000006, u'various state bodies']
[0.085000000000000006, u'years months imprisonment']
[0.080000000000000002, u'12 november 2002']
[0.080000000000000002, u'448 civil code']
[0.080000000000000002, u'acts measures complained']
[0.080000000000000002, u'allowed shower week']
[0.080000000000000002, u'application principle affirmanti']
[0.080000000000000002, u'application republic moldova']
[0.080000000000000002, u'arrested committed offence']
[0.080000000000000002, u'article convention complied']
[0.080000000000000002, u'article does prohibit']
[0.080000000000000002, u'assessing evidence standard']
[0.080000000000000002, u'collusion tolerance unlawful']
[0.080000000000000002, u'conditions specific allegations']
[0.080000000000000002, u'conduct effective investigation']
[0.080000000000000002, u'connection performance duties']
[0.080000000000000002, u'contracting states afforded']
[0.080000000000000002, u'convention taken conjunction']
[0.080000000000000002, u'court does lose']
[0.080000000000000002, u'court reiterates outset']
[0.080000000000000002, u'cpt inf 2009']
[0.080000000000000002, u'custody police officers']
[0.080000000000000002, u'debase person concerned']
[0.080000000000000002, u'deterrent effect judicial']
[0.080000000000000002, u'effect judicial place']
[0.080000000000000002, u'ensuing criminal proceedings']
[0.080000000000000002, u'finds breach imposes']
[0.080000000000000002, u'given judicial authorities']
[0.080000000000000002, u'grounds arrest able']
[0.080000000000000002, u'human dignity arouses']
[0.080000000000000002, u'human rights applicants']
[0.080000000000000002, u'investigative committee russian']
[0.080000000000000002, u'lack respect diminishing']
[0.080000000000000002, u'measure therapeutic necessity']
[0.080000000000000002, u'minimum threshold severity']
[0.080000000000000002, u'necessity convincingly shown']
[0.080000000000000002, u'number investigative measures']
[0.080000000000000002, u'opinion national social']
[0.080000000000000002, u'order extract confession']
[0.080000000000000002, u'persons responsible risk']
[0.080000000000000002, u'point view article']
[0.080000000000000002, u'police officers used']
[0.080000000000000002, u'prevent ill treatment']
[0.080000000000000002, u'prosecutor decision prosecute']
[0.080000000000000002, u'provides follows shall']
[0.080000000000000002, u'regarded effective convention']
[0.080000000000000002, u'represented ms kostromina']
[0.080000000000000002, u'respect person deprived']
[0.080000000000000002, u'sex age state']
[0.080000000000000002, u'simple non technical']
[0.080000000000000002, u'state convention substantial']
[0.080000000000000002, u'state secure applicant']
[0.080000000000000002, u'states council europe']
[0.080000000000000002, u'strong clear concordant']
[0.080000000000000002, u'submissions court awards']
[0.080000000000000002, u'treated police custody']
[0.080000000000000002, u'treated police officers']
[0.080000000000000002, u'trial article convention']
[0.074999999999999997, u'account conditions detention']
[0.074999999999999997, u'allegations particularly allegations']
[0.074999999999999997, u'applicant establish remedy']
[0.074999999999999997, u'applications months final']
[0.074999999999999997, u'approval competent authority']
[0.074999999999999997, u'article 46 art']
[0.074999999999999997, u'available applicant period']
[0.074999999999999997, u'capable leading establishment']
[0.074999999999999997, u'capable leading identification']
[0.074999999999999997, u'cell separated living']
[0.074999999999999997, u'circumstances render remedy']
[0.074999999999999997, u'complaint ill treatment']
[0.074999999999999997, u'conditions detention section']
[0.074999999999999997, u'connection lawful detention']
[0.074999999999999997, u'contravene article unless']
[0.074999999999999997, u'convention court accepts']
[0.074999999999999997, u'costs expenses indicated']
[0.074999999999999997, u'court held detaining']
[0.074999999999999997, u'debases individual showing']
[0.074999999999999997, u'failure contracting state']
[0.074999999999999997, u'government claimed investigation']
[0.074999999999999997, u'government failed comply']
[0.074999999999999997, u'guarantee theoretical illusory']
[0.074999999999999997, u'health treatment underwent']
[0.074999999999999997, u'indicated rule 39']
[0.074999999999999997, u'investigation comply convention']
[0.074999999999999997, u'jurisdiction rights freedoms']
[0.074999999999999997, u'justify withholding key']
[0.074999999999999997, u'longer justified continue']
[0.074999999999999997, u'necessary conduct diminishes']
[0.074999999999999997, u'obligations state article']
[0.074999999999999997, u'observations merits rule']
[0.074999999999999997, u'offence ill treatment']
[0.074999999999999997, u'parties submissions applicants']
[0.074999999999999997, u'police station applicant']
[0.074999999999999997, u'principles present case']
[0.074999999999999997, u'prisoners serving life']
[0.074999999999999997, u'probatio alleges prove']
[0.074999999999999997, u'pursues legitimate aims']
[0.074999999999999997, u'relevant analysed connection']
[0.074999999999999997, u'remedies court reiterates']
[0.074999999999999997, u'report stated applicant']
[0.074999999999999997, u'sentenced fourteen years']
[0.074999999999999997, u'shall allow prisoners']
[0.074999999999999997, u'showing lack respect']
[0.074999999999999997, u'specified period time']
[0.074999999999999997, u'state absence justification']
[0.074999999999999997, u'sub paragraph does']
[0.074999999999999997, u'sufficient relevant analysed']
[0.074999999999999997, u'time release incumbent']
[0.074999999999999997, u'transferred prison hospital']
[0.074999999999999997, u'treatment generally regarded']
[0.074999999999999997, u'treatment proscribed article']
[0.074999999999999997, u'treaty obligations including']
[0.070000000000000007, u'35 does require']
[0.070000000000000007, u'54 rules court']
[0.070000000000000007, u'85 government submitted']
[0.070000000000000007, u'87 court observes']
[0.070000000000000007, u'abscond investigation trial']
[0.070000000000000007, u'absence justification respect']
[0.070000000000000007, u'appearance collusion tolerance']
[0.070000000000000007, u'article 35 does']
[0.070000000000000007, u'article protocol article']
[0.070000000000000007, u'authorities investigate allegations']
[0.070000000000000007, u'award just satisfaction']
[0.070000000000000007, u'bank account applicant']
[0.070000000000000007, u'born 1967 currently']
[0.070000000000000007, u'breach imposes respondent']
[0.070000000000000007, u'caused persons control']
[0.070000000000000007, u'conducted diligently authorities']
[0.070000000000000007, u'convention procedural limb']
[0.070000000000000007, u'convention provides high']
[0.070000000000000007, u'court heard evidence']
[0.070000000000000007, u'decisions refusing institution']
[0.070000000000000007, u'declaring inadmissible established']
[0.070000000000000007, u'distinction embodied article']
[0.070000000000000007, u'domestic remedies view']
[0.070000000000000007, u'eur 35 000']
[0.070000000000000007, u'force police officers']
[0.070000000000000007, u'free choose means']
[0.070000000000000007, u'general office russian']
[0.070000000000000007, u'given practical demands']
[0.070000000000000007, u'humiliates debases individual']
[0.070000000000000007, u'ill treatment custody']
[0.070000000000000007, u'individual petition instituted']
[0.070000000000000007, u'join criminal proceedings']
[0.070000000000000007, u'law force material']
[0.070000000000000007, u'legal aid scheme']
[0.070000000000000007, u'legislation criminal procedure']
[0.070000000000000007, u'level public scrutiny']
[0.070000000000000007, u'liberty save following']
[0.070000000000000007, u'long periods time']
[0.070000000000000007, u'mamatkulov askarov turkey']
[0.070000000000000007, u'material placed necessary']
[0.070000000000000007, u'medical assistance available']
[0.070000000000000007, u'member disappeared person']
[0.070000000000000007, u'non technical language']
[0.070000000000000007, u'obligations article 34']
[0.070000000000000007, u'obliged live sleep']
[0.070000000000000007, u'paragraphs 82 87']
[0.070000000000000007, u'police officers anti']
[0.070000000000000007, u'protect individual arbitrariness']
[0.070000000000000007, u'regarded inhuman degrading']
[0.070000000000000007, u'rules admissibility evidence']
[0.070000000000000007, u'secure applicant release']
[0.070000000000000007, u'serving life sentences']
[0.070000000000000007, u'socialist federal republic']
[0.070000000000000007, u'sub paragraph article']
[0.070000000000000007, u'trial detention act']
[0.070000000000000007, u'type duration effects']
[0.070000000000000007, u'unavoidable circumstances particular']
[0.070000000000000007, u'x2011 month time']
[0.065000000000000002, u'10 january 2002']
[0.065000000000000002, u'14 october 2003']
[0.065000000000000002, u'19 november 2004']
[0.065000000000000002, u'23 according applicant']
[0.065000000000000002, u'53 decision extend']
[0.065000000000000002, u'850 received way']
[0.065000000000000002, u'applicant allegation ill']
[0.065000000000000002, u'applicant civil claim']
[0.065000000000000002, u'appropriate additional medical']
[0.065000000000000002, u'authority specified period']
[0.065000000000000002, u'burden providing plausible']
[0.065000000000000002, u'cases explanation insufficient']
[0.065000000000000002, u'compensation damage sustained']
[0.065000000000000002, u'conditions detention detention']
[0.065000000000000002, u'connection court reiterates']
[0.065000000000000002, u'convention reads far']
[0.065000000000000002, u'costs expenses incurred']
[0.065000000000000002, u'damages identifying punishing']
[0.065000000000000002, u'distress compensated solely']
[0.065000000000000002, u'effects conditions specific']
[0.065000000000000002, u'effects manner implementation']
[0.065000000000000002, u'enjoy formal facto']
[0.065000000000000002, u'enshrines fundamental values']
[0.065000000000000002, u'entry force ordinance']
[0.065000000000000002, u'establishment facts case']
[0.065000000000000002, u'example evidence obtained']
[0.065000000000000002, u'followed measures applied']
[0.065000000000000002, u'government claimed applicant']
[0.065000000000000002, u'implicated events means']
[0.065000000000000002, u'included drafting legal']
[0.065000000000000002, u'incumbit probatio alleges']
[0.065000000000000002, u'investigation conducted diligently']
[0.065000000000000002, u'judicial review proceedings']
[0.065000000000000002, u'law question reasons']
[0.065000000000000002, u'left premises subsequently']
[0.065000000000000002, u'legal aid counsel']
[0.065000000000000002, u'live sleep use']
[0.065000000000000002, u'meaning article convention']
[0.065000000000000002, u'obligation contracting states']
[0.065000000000000002, u'obligation release detainees']
[0.065000000000000002, u'particular circumstances instant']
[0.065000000000000002, u'pecuniary damage loss']
[0.065000000000000002, u'principle affirmanti incumbit']
[0.065000000000000002, u'problems arising conditions']
[0.065000000000000002, u'protection human rights']
[0.065000000000000002, u'provided adequate medical']
[0.065000000000000002, u'punishment parties submissions']
[0.065000000000000002, u'question application article']
[0.065000000000000002, u'received required level']
[0.065000000000000002, u'regard circumstances present']
[0.065000000000000002, u'release conditioned guarantees']
[0.065000000000000002, u'release incumbent state']
[0.065000000000000002, u'remedy relation complaint']
[0.065000000000000002, u'required level public']
[0.065000000000000002, u'reviewing convention complied']
[0.065000000000000002, u'sporadic plagued problems']
[0.065000000000000002, u'state health treatment']
[0.065000000000000002, u'tax chargeable costs']
[0.065000000000000002, u'thorough scrutiny basis']
[0.065000000000000002, u'trial reasonable time']
[0.065000000000000002, u'use force result']
[0.065000000000000002, u'withholding key information']
[0.059999999999999998, u'30 october 2003']
[0.059999999999999998, u'98 echr 2001']
[0.059999999999999998, u'able sees fit']
[0.059999999999999998, u'acts security forces']
[0.059999999999999998, u'add probative weight']
[0.059999999999999998, u'appeared court government']
[0.059999999999999998, u'applicant born 1949']
[0.059999999999999998, u'applicant detention complied']
[0.059999999999999998, u'applicant representative court']
[0.059999999999999998, u'article 13 does']
[0.059999999999999998, u'article 27 convention']
[0.059999999999999998, u'balance struck competing']
[0.059999999999999998, u'cases accordance procedure']
[0.059999999999999998, u'circumstances described applicant']
[0.059999999999999998, u'clauses convention protocols']
[0.059999999999999998, u'concerning alleged ill']
[0.059999999999999998, u'concerning witnesses participants']
[0.059999999999999998, u'conditions stringency measure']
[0.059999999999999998, u'construed laying general']
[0.059999999999999998, u'cpt inf 2007']
[0.059999999999999998, u'date acts measures']
[0.059999999999999998, u'deciding equitable basis']
[0.059999999999999998, u'declaration view resolving']
[0.059999999999999998, u'discharge legal obligation']
[0.059999999999999998, u'dismissed applicant objection']
[0.059999999999999998, u'duration grounds applied']
[0.059999999999999998, u'effective remedy available']
[0.059999999999999998, u'exhaustion satisfy court']
[0.059999999999999998, u'fit apply court']
[0.059999999999999998, u'formal facto independence']
[0.059999999999999998, u'given action entail']
[0.059999999999999998, u'government demonstrate convincing']
[0.059999999999999998, u'guarantees appear trial']
[0.059999999999999998, u'high security safety']
[0.059999999999999998, u'hungarian national mr']
[0.059999999999999998, u'implementation measure question']
[0.059999999999999998, u'institution criminal proceedings']
[0.059999999999999998, u'investigation applicants allegations']
[0.059999999999999998, u'maintaining public order']
[0.059999999999999998, u'measures duration grounds']
[0.059999999999999998, u'medical treatment prison']
[0.059999999999999998, u'ngo ehrac memorial']
[0.059999999999999998, u'obtained unlawfully terms']
[0.059999999999999998, u'pecuniary damage caused']
[0.059999999999999998, u'person arrested told']
[0.059999999999999998, u'procedural substantive conditions']
[0.059999999999999998, u'procedures followed measures']
[0.059999999999999998, u'public human rights']
[0.059999999999999998, u'race colour language']
[0.059999999999999998, u'refusing institution criminal']
[0.059999999999999998, u'require contracting states']
[0.059999999999999998, u'respect loss earnings']
[0.059999999999999998, u'result treatment state']
[0.059999999999999998, u'sentenced term imprisonment']
[0.059999999999999998, u'separated living area']
[0.059999999999999998, u'state held responsible']
[0.059999999999999998, u'state legal obligation']
[0.059999999999999998, u'substantive provisions convention']
[0.055, u'29 august 2003']
[0.055, u'46 art 46']
[0.055, u'53 shall clear']
[0.055, u'82 having regard']
[0.055, u'abuse right individual']
[0.055, u'accordingly rejects government']
[0.055, u'applicant submit claims']
[0.055, u'applicants lodge applications']
[0.055, u'applied prisoner 53']
[0.055, u'applied proof follow']
[0.055, u'arrest able sees']
[0.055, u'article 19 convention']
[0.055, u'attained threshold degrading']
[0.055, u'baku azerbaijani government']
[0.055, u'case hand government']
[0.055, u'case indication positive']
[0.055, u'choose subject supervision']
[0.055, u'commission article 25']
[0.055, u'complain conditions detention']
[0.055, u'compliance month rule']
[0.055, u'conditioned guarantees appear']
[0.055, u'court following conviction']
[0.055, u'court satisfy medical']
[0.055, u'derogation permissible article']
[0.055, u'determined national law']
[0.055, u'distress hardship intensity']
[0.055, u'district court quashed']
[0.055, u'division supreme court']
[0.055, u'duration effects manner']
[0.055, u'duty national authorities']
[0.055, u'establish truthfulness allegation']
[0.055, u'established applicants relatives']
[0.055, u'evidence relation specific']
[0.055, u'federal constitutional court']
[0.055, u'founded necessitated examination']
[0.055, u'freedoms convention bulgarian']
[0.055, u'furthermore court observes']
[0.055, u'general report cpt']
[0.055, u'government access information']
[0.055, u'grounds applied shall']
[0.055, u'health adequately secured']
[0.055, u'illness particularly difficult']
[0.055, u'instance danger person']
[0.055, u'investigation capable leading']
[0.055, u'involvement special forces']
[0.055, u'lawyer practising budapest']
[0.055, u'liable affect investigation']
[0.055, u'maintaining detention measure']
[0.055, u'means investigation necessarily']
[0.055, u'medical expert reports']
[0.055, u'moldovan lei mdl']
[0.055, u'period runs date']
[0.055, u'person claim victim']
[0.055, u'petition instituted article']
[0.055, u'plausible explanation happened']
[0.055, u'police officers performance']
[0.055, u'power review law']
[0.055, u'prosecutor office quashed']
[0.055, u'provided detailed information']
[0.055, u'psychiatric hospital treatment']
[0.055, u'reiterates examined rejected']
[0.055, u'relation specific details']
[0.055, u'relevant provisions code']
[0.055, u'remedy available applicant']
[0.055, u'respect correspondence shall']
[0.055, u'respect second applicant']
[0.055, u'rights control virtual']
[0.055, u'safety measures shall']
[0.055, u'scrutiny basis material']
[0.055, u'september 2001 melnik']
[0.055, u'shall applied exceptional']
[0.055, u'shall subject new']
[0.055, u'state procedural obligation']
[0.055, u'steps required provision']
[0.055, u'suffered treatment prohibited']
[0.055, u'supervision committee ministers']
[0.055, u'time shall subject']
[0.055, u'unlawfully terms domestic']
[0.055, u'unless accordance law']
[0.055, u'wilful ill treatment']
[0.050000000000000003, u'000 converted turkish']
