[1.0, u'date procedure case']
[0.050000000000000003, u'entitled fair public']
[0.050000000000000003, u'equal protection law']
[0.050000000000000003, u'erik jebens giorgio']
[0.050000000000000003, u'far guarantee remedy']
[0.050000000000000003, u'far relate violation']
[0.050000000000000003, u'following cases accordance']
[0.050000000000000003, u'interpret apply domestic']
[0.050000000000000003, u'judgment 26 april']
[0.050000000000000003, u'just satisfaction court']
[0.050000000000000003, u'lawful arrest prevent']
[0.050000000000000003, u'lawfully taken purpose']
[0.050000000000000003, u'objection non exhaustion']
[0.050000000000000003, u'obligations involve adoption']
[0.050000000000000003, u'persons groups persons']
[0.050000000000000003, u'place competent national']
[0.050000000000000003, u'possession meaning article']
[0.050000000000000003, u'punishment person act']
[0.050000000000000003, u'quesada section registrar']
[0.050000000000000003, u'racism intolerance ecri']
[0.050000000000000003, u'referred grand chamber']
[0.050000000000000003, u'relative depends circumstances']
[0.050000000000000003, u'relevant article convention']
[0.050000000000000003, u'remedy allowing contracting']
[0.050000000000000003, u'respect pecuniary damage']
[0.050000000000000003, u'right freedom thought']
[0.050000000000000003, u'right liberty security']
[0.050000000000000003, u'right respect private']
[0.050000000000000003, u'rights obligations criminal']
[0.050000000000000003, u'rule 74 rules']
[0.050000000000000003, u'shall deprived liberty']
[0.050000000000000003, u'society meaning article']
[0.050000000000000003, u'x2011 mentioned date']
[0.040000000000000001, u'16 september 1996']
[0.040000000000000001, u'applicant claimed 20']
[0.040000000000000001, u'applicant sexual orientation']
[0.040000000000000001, u'apply domestic law']
[0.040000000000000001, u'article 14 art']
[0.040000000000000001, u'article convention ii']
[0.040000000000000001, u'article shall prejudice']
[0.040000000000000001, u'articles 10 11']
[0.040000000000000001, u'authorities respondent state']
[0.040000000000000001, u'basis court awards']
[0.040000000000000001, u'challenged national authority']
[0.040000000000000001, u'code criminal procedure']
[0.040000000000000001, u'convention court finds']
[0.040000000000000001, u'convention shall secured']
[0.040000000000000001, u'correspondence shall interference']
[0.040000000000000001, u'court appeal oberlandesgericht']
[0.040000000000000001, u'court holds votes']
[0.040000000000000001, u'court regard difference']
[0.040000000000000001, u'criminal according general']
[0.040000000000000001, u'decision court appeal']
[0.040000000000000001, u'determined according provisions']
[0.040000000000000001, u'determined court discretion']
[0.040000000000000001, u'different lifestyle relevant']
[0.040000000000000001, u'direct knowledge society']
[0.040000000000000001, u'discretion having regard']
[0.040000000000000001, u'effective criminal investigation']
[0.040000000000000001, u'english notified writing']
[0.040000000000000001, u'exercise right individual']
[0.040000000000000001, u'exercised discretion reasonably']
[0.040000000000000001, u'expenses domestic proceedings']
[0.040000000000000001, u'facts circumstances case']
[0.040000000000000001, u'feelings fear anguish']
[0.040000000000000001, u'governed rule law']
[0.040000000000000001, u'grand chamber parties']
[0.040000000000000001, u'imposes respondent state']
[0.040000000000000001, u'incurred necessarily incurred']
[0.040000000000000001, u'individual private life']
[0.040000000000000001, u'individuals killed result']
[0.040000000000000001, u'interpreted light present']
[0.040000000000000001, u'involve adoption measures']
[0.040000000000000001, u'law required detailed']
[0.040000000000000001, u'legitimate aim means']
[0.040000000000000001, u'manifestly ill founded']
[0.040000000000000001, u'mother allowance widow']
[0.040000000000000001, u'notify court agreement']
[0.040000000000000001, u'offence committed article']
[0.040000000000000001, u'omission time committed']
[0.040000000000000001, u'paragraph article protocol']
[0.040000000000000001, u'parties article convention']
[0.040000000000000001, u'party comments received']
[0.040000000000000001, u'pay applicants months']
[0.040000000000000001, u'pecuniary damage claimed']
[0.040000000000000001, u'person act omission']
[0.040000000000000001, u'person shall deprived']
[0.040000000000000001, u'prejudice trial punishment']
[0.040000000000000001, u'present case article']
[0.040000000000000001, u'present case violation']
[0.040000000000000001, u'principle better placed']
[0.040000000000000001, u'published official gazette']
[0.040000000000000001, u'purpose quelling riot']
[0.040000000000000001, u'race colour language']
[0.040000000000000001, u'receive impart information']
[0.040000000000000001, u'recognised civilised nations']
[0.040000000000000001, u'right freedom expression']
[0.040000000000000001, u'safeguards right life']
[0.040000000000000001, u'second sub paragraph']
[0.040000000000000001, u'security person shall']
[0.040000000000000001, u'sentence article protocol']
[0.040000000000000001, u'separate opinions annexed']
[0.040000000000000001, u'shall necessary afford']
[0.040000000000000001, u'shall prejudice trial']
[0.040000000000000001, u'state social security']
[0.040000000000000001, u'struck competing interests']
[0.040000000000000001, u'subject emergency rule']
[0.040000000000000001, u'subject limitations prescribed']
[0.040000000000000001, u'sufficient just satisfaction']
[0.040000000000000001, u'sustained pecuniary damage']
[0.040000000000000001, u'taken article protocol']
[0.040000000000000001, u'thorough effective investigation']
[0.040000000000000001, u'time committed criminal']
[0.040000000000000001, u'trial punishment person']
[0.040000000000000001, u'violation article 10']
[0.040000000000000001, u'words does pursue']
[0.029999999999999999, u'000 head costs']
[0.029999999999999999, u'10 art 10']
[0.029999999999999999, u'10 art 14']
[0.029999999999999999, u'12 january 2006']
[0.029999999999999999, u'1994 commission request']
[0.029999999999999999, u'23 june 1993']
[0.029999999999999999, u'99 commission delegated']
[0.029999999999999999, u'acceptable assessment relevant']
[0.029999999999999999, u'act omission time']
[0.029999999999999999, u'actually incurred necessarily']
[0.029999999999999999, u'allocated section court']
[0.029999999999999999, u'application article 50']
[0.029999999999999999, u'applications united kingdom']
[0.029999999999999999, u'appropriate default based']
[0.029999999999999999, u'article 45 convention']
[0.029999999999999999, u'authorities carried thorough']
[0.029999999999999999, u'authorities failed conduct']
[0.029999999999999999, u'birth status parties']
[0.029999999999999999, u'breach provisions extent']
[0.029999999999999999, u'committed article shall']
[0.029999999999999999, u'compensation appropriate thorough']
[0.029999999999999999, u'complaint article protocol']
[0.029999999999999999, u'context present case']
[0.029999999999999999, u'convention taken article']
[0.029999999999999999, u'convention united kingdom']
[0.029999999999999999, u'converted pounds sterling']
[0.029999999999999999, u'court awards mr']
[0.029999999999999999, u'court considers necessary']
[0.029999999999999999, u'court recalls basis']
[0.029999999999999999, u'court strike case']
[0.029999999999999999, u'decisions particular cases']
[0.029999999999999999, u'depends circumstances case']
[0.029999999999999999, u'deprived liberty save']
[0.029999999999999999, u'determine resort requirements']
[0.029999999999999999, u'discretion reasonably carefully']
[0.029999999999999999, u'discriminatory objective reasonable']
[0.029999999999999999, u'domestic remedies raised']
[0.029999999999999999, u'economic social cultural']
[0.029999999999999999, u'element family life']
[0.029999999999999999, u'encompass facto family']
[0.029999999999999999, u'equitable basis court']
[0.029999999999999999, u'evidence submitted parties']
[0.029999999999999999, u'follows right respect']
[0.029999999999999999, u'general community requirements']
[0.029999999999999999, u'greater lesser extent']
[0.029999999999999999, u'issue arise article']
[0.029999999999999999, u'italy european court']
[0.029999999999999999, u'jurisdiction contracting states']
[0.029999999999999999, u'justification words does']
[0.029999999999999999, u'knowledge society needs']
[0.029999999999999999, u'margin appreciation sphere']
[0.029999999999999999, u'merits parties submissions']
[0.029999999999999999, u'ministry foreign affairs']
[0.029999999999999999, u'nature applicant complaint']
[0.029999999999999999, u'person lawfully detained']
[0.029999999999999999, u'physical mental effects']
[0.029999999999999999, u'placed international judge']
[0.029999999999999999, u'possible racist overtones']
[0.029999999999999999, u'precise definition applicable']
[0.029999999999999999, u'proved reasonable doubt']
[0.029999999999999999, u'provisions application article']
[0.029999999999999999, u'received regarded inoffensive']
[0.029999999999999999, u'relevant sufficient purposes']
[0.029999999999999999, u'relevantly similar situation']
[0.029999999999999999, u'right respect family']
[0.029999999999999999, u'rights article 11']
[0.029999999999999999, u'rights set forth']
[0.029999999999999999, u'room application unless']
[0.029999999999999999, u'save following cases']
[0.029999999999999999, u'sex sexual orientation']
[0.029999999999999999, u'shall denied right']
[0.029999999999999999, u'shall secured discrimination']
[0.029999999999999999, u'speculate outcome proceedings']
[0.029999999999999999, u'state health victim']
[0.029999999999999999, u'states enjoyment rights']
[0.029999999999999999, u'ukrainian government government']
[0.029999999999999999, u'use property accordance']
[0.029999999999999999, u'varies depending nature']
[0.029999999999999999, u'violation articles 13']
[0.02, u'2007 delivers following']
[0.02, u'96 33986 96']
[0.02, u'99 echr 2001']
[0.02, u'accordance general secure']
[0.02, u'applied standards conformity']
[0.02, u'art 10 convention']
[0.02, u'article 10 art']
[0.02, u'article 35 convention']
[0.02, u'article convention secure']
[0.02, u'article protocol read']
[0.02, u'available respect convention']
[0.02, u'bear individual excessive']
[0.02, u'best interests child']
[0.02, u'breach article 10']
[0.02, u'breach imposes respondent']
[0.02, u'carefully good faith']
[0.02, u'case fall ambit']
[0.02, u'case referred grand']
[0.02, u'case x2011 law']
[0.02, u'children born wedlock']
[0.02, u'circumstances court considers']
[0.02, u'civil action enjoyed']
[0.02, u'civil rights obligations']
[0.02, u'colour language religion']
[0.02, u'comes general measures']
[0.02, u'conduct effective investigation']
[0.02, u'confronted dispute exact']
[0.02, u'conjunction article holds']
[0.02, u'consider light case']
[0.02, u'constituted interference right']
[0.02, u'constitutional court examined']
[0.02, u'contracting states council']
[0.02, u'control use property']
[0.02, u'convention having regard']
[0.02, u'convention provides rights']
[0.02, u'court appeal confirmed']
[0.02, u'court awards eur']
[0.02, u'court constitutional court']
[0.02, u'court holds unanimously']
[0.02, u'democratic society interests']
[0.02, u'denied access court']
[0.02, u'depending nature applicant']
[0.02, u'determine proportionate legitimate']
[0.02, u'disclosed rule 47']
[0.02, u'effective exercise right']
[0.02, u'effective remedy available']
[0.02, u'effective remedy respect']
[0.02, u'exercise freedom expression']
[0.02, u'fact law required']
[0.02, u'favourably received regarded']
[0.02, u'forth convention shall']
[0.02, u'freedoms article 14']
[0.02, u'freedoms defined convention']
[0.02, u'freedoms safeguarded provisions']
[0.02, u'government contested claim']
[0.02, u'ideas favourably received']
[0.02, u'ill treatment administered']
[0.02, u'innsbruck regional court']
[0.02, u'inoffensive matter indifference']
[0.02, u'interests public safety']
[0.02, u'investigating violent incidents']
[0.02, u'joint concurring opinion']
[0.02, u'judgment 22 october']
[0.02, u'judgment final according']
[0.02, u'kovler mrs steiner']
[0.02, u'law particular exercise']
[0.02, u'lending rate european']
[0.02, u'life family life']
[0.02, u'light case reasons']
[0.02, u'light foregoing considerations']
[0.02, u'means special consideration']
[0.02, u'means used end']
[0.02, u'mr kovler mrs']
[0.02, u'mr mahoney registrar']
[0.02, u'national authorities justify']
[0.02, u'national security court']
[0.02, u'national security public']
[0.02, u'national union belgian']
[0.02, u'necessary afford just']
[0.02, u'originated applications republic']
[0.02, u'originated applications united']
[0.02, u'person shall denied']
[0.02, u'points operative provisions']
[0.02, u'principles law recognised']
[0.02, u'proof follow coexistence']
[0.02, u'property accordance general']
[0.02, u'protection right property']
[0.02, u'provisions extent autonomous']
[0.02, u'public prosecutor istanbul']
[0.02, u'public safety protection']
[0.02, u'purposes paragraph article']
[0.02, u'question extent impair']
[0.02, u'read conjunction state']
[0.02, u'read follows article']
[0.02, u'reasonable justification words']
[0.02, u'reasonably carefully good']
[0.02, u'recalls basis evidence']
[0.02, u'regard relevant factors']
[0.02, u'regarded inoffensive matter']
[0.02, u'relevant council europe']
[0.02, u'remainder application inadmissible']
[0.02, u'respect human dignity']
[0.02, u'respect united kingdom']
[0.02, u'result use force']
[0.02, u'right acquire property']
[0.02, u'right guaranteed convention']
[0.02, u'right meaning article']
[0.02, u'right set forth']
[0.02, u'rights prescribed law']
[0.02, u'russian roubles rate']
[0.02, u'security forces alleged']
[0.02, u'similar situations justify']
[0.02, u'society legitimate aim']
[0.02, u'strike application list']
[0.02, u'time admissibility article']
[0.02, u'ukraine european court']
[0.02, u'united kingdom lodged']
[0.02, u'vice presidents sections']
[0.02, u'violated right respect']
[0.01, u'10 convention taken']
[0.01, u'11 convention holds']
[0.01, u'12 april 1991']
[0.01, u'13 effective practice']
[0.01, u'14 convention complements']
[0.01, u'14 convention court']
[0.01, u'14 does prohibit']
[0.01, u'14 independent existence']
[0.01, u'25 art 25']
[0.01, u'30 april 2002']
[0.01, u'41 convention provides']
[0.01, u'51 para art']
[0.01, u'68 court observes']
[0.01, u'accordance article 35']
[0.01, u'accordance article 37']
[0.01, u'according article 44']
[0.01, u'action enjoyed effective']
[0.01, u'acts particularly destructive']
[0.01, u'added percentage points']
[0.01, u'added tax chargeable']
[0.01, u'addition payment compensation']
[0.01, u'advisers commission mr']
[0.01, u'agreement reach ibid']
[0.01, u'aim reasonable relationship']
[0.01, u'aim sought achieved']
[0.01, u'aims set paragraph']
[0.01, u'alleged violations article']
[0.01, u'amounted inhuman degrading']
[0.01, u'anguish inferiority capable']
[0.01, u'appeal supreme court']
[0.01, u'applicable present case']
[0.01, u'applicant constitutional complaint']
[0.01, u'applicant right freedom']
[0.01, u'applicant suffered distress']
[0.01, u'applicants complaints article']
[0.01, u'applicants right respect']
[0.01, u'appreciation enjoyed state']
[0.01, u'arise article 14']
[0.01, u'article 14 does']
[0.01, u'article 14 independent']
[0.01, u'article 14 taken']
[0.01, u'article 25 convention']
[0.01, u'article 44 convention']
[0.01, u'article convention 68']
[0.01, u'article convention respect']
[0.01, u'article protocol article']
[0.01, u'article protocol did']
[0.01, u'articles 10 convention']
[0.01, u'articles 14 convention']
[0.01, u'ascertaining respondent state']
[0.01, u'assess evidence court']
[0.01, u'assessment minimum relative']
[0.01, u'assessment relevant facts']
[0.01, u'assistance choosing sufficient']
[0.01, u'assistance courts interpretation']
[0.01, u'authorities applied standards']
[0.01, u'authorities special vigilance']
[0.01, u'awarded article 41']
[0.01, u'balance reflected structure']
[0.01, u'bank added percentage']
[0.01, u'based exclusively ground']
[0.01, u'belief freedom community']
[0.01, u'broadmindedness democratic society']
[0.01, u'brought promptly judge']
[0.01, u'case applicant born']
[0.01, u'case case basis']
[0.01, u'case falls ambit']
[0.01, u'case reasons adduced']
[0.01, u'chamber parties having']
[0.01, u'child company constitutes']
[0.01, u'choice means used']
[0.01, u'choosing sufficient means']
[0.01, u'circumstances court finds']
[0.01, u'civil code article']
[0.01, u'claims just satisfaction']
[0.01, u'commission delegated members']
[0.01, u'concerned particular instances']
[0.01, u'concurring opinion judges']
[0.01, u'conformity principles embodied']
[0.01, u'consequences requires authorities']
[0.01, u'considered discriminatory notwithstanding']
[0.01, u'considers appropriate default']
[0.01, u'constituted sufficient just']
[0.01, u'constitutes fundamental element']
[0.01, u'contracting states entitled']
[0.01, u'convention elimination forms']
[0.01, u'convention iii alleged']
[0.01, u'convention remedy required']
[0.01, u'convention rights freedoms']
[0.01, u'convention said rights']
[0.01, u'conviction competent court']
[0.01, u'costs expenses actually']
[0.01, u'costs expenses awarded']
[0.01, u'costs recoverable far']
[0.01, u'court article 34']
[0.01, u'court changed composition']
[0.01, u'court composed following']
[0.01, u'court considers default']
[0.01, u'court court assessment']
[0.01, u'court does established']
[0.01, u'court following conviction']
[0.01, u'court gave judgment']
[0.01, u'court government mr']
[0.01, u'court notes parties']
[0.01, u'court reserved invited']
[0.01, u'court unanimously holds']
[0.01, u'covered article 14']
[0.01, u'criminal proceedings initiated']
[0.01, u'decision non jurisdiction']
[0.01, u'default based marginal']
[0.01, u'demands pluralism tolerance']
[0.01, u'democracy vision society']
[0.01, u'democratic society legitimate']
[0.01, u'denied right education']
[0.01, u'destruction family home']
[0.01, u'detention person conviction']
[0.01, u'develop relationships human']
[0.01, u'difference treatment persons']
[0.01, u'discriminatory meaning article']
[0.01, u'dissenting opinion mr']
[0.01, u'diversity perceived threat']
[0.01, u'diyarbak\u0131r state security']
[0.01, u'does guarantee right']
[0.01, u'domestic legal systems']
[0.01, u'domestic proceedings court']
[0.01, u'effective investigation circumstances']
[0.01, u'effective practice law']
[0.01, u'enjoy certain margin']
[0.01, u'enjoyed effective access']
[0.01, u'enjoyment rights article']
[0.01, u'enshrined article 10']
[0.01, u'establish develop relationships']
[0.01, u'established article 19']
[0.01, u'established law charged']
[0.01, u'established persons analogous']
[0.01, u'eur 20 000']
[0.01, u'european central bank']
[0.01, u'extremely difficult practice']
[0.01, u'filed observations merits']
[0.01, u'final according article']
[0.01, u'fischbach mr butkevych']
[0.01, u'following amounts converted']
[0.01, u'following sums converted']
[0.01, u'follows article right']
[0.01, u'forward court regard']
[0.01, u'foundations democratic society']
[0.01, u'freedoms convention amended']
[0.01, u'fundamental provisions convention']
[0.01, u'general policy measure']
[0.01, u'general policy recommendation']
[0.01, u'general secure payment']
[0.01, u'government informed court']
[0.01, u'government submitted applicant']
[0.01, u'greece european court']
[0.01, u'greek government government']
[0.01, u'grounds sexual orientation']
[0.01, u'guaranteed article convention']
[0.01, u'guaranteed convention article']
[0.01, u'g\xf6lc\xfckl\xfc mr matscher']
[0.01, u'hellenic republic lodged']
[0.01, u'human rights project']
[0.01, u'ill treatment state']
[0.01, u'ill treatment subjected']
[0.01, u'impart information ideas']
[0.01, u'implies qualitative requirements']
[0.01, u'independent impartial tribunal']
[0.01, u'information ideas favourably']
[0.01, u'instances interference right']
[0.01, u'interests justice require']
[0.01, u'interference applicant right']
[0.01, u'interference applicants rights']
[0.01, u'interference right peaceful']
[0.01, u'international covenant economic']
[0.01, u'irreconcilable article 14']
[0.01, u'issue present case']
[0.01, u'judgment court held']
[0.01, u'judgment final subject']
[0.01, u'judgment finds breach']
[0.01, u'justification persons similar']
[0.01, u'killed result use']
[0.01, u'kurdish human rights']
[0.01, u'kurdish origin subjected']
[0.01, u'language religion political']
[0.01, u'law implies qualitative']
[0.01, u'legal aid council']
[0.01, u'legal aid scheme']
[0.01, u'life home correspondence']
[0.01, u'limitations permitted implication']
[0.01, u'luzius wildhaber president']
[0.01, u'mahoney registrar accordance']
[0.01, u'mahoney registrar having']
[0.01, u'make criminally liable']
[0.01, u'make distinction way']
[0.01, u'manifest religion belief']
[0.01, u'manifestly reasonable foundation']
[0.01, u'manner conform convention']
[0.01, u'margin appreciation afforded']
[0.01, u'maruste mr pavlovschi']
[0.01, u'master characterisation given']
[0.01, u'material time read']
[0.01, u'means combat racism']
[0.01, u'means pay legal']
[0.01, u'member state european']
[0.01, u'members appointed complete']
[0.01, u'mr evrigenis mr']
[0.01, u'mr foighel mr']
[0.01, u'mr pellonp\xe4\xe4 mrs']
[0.01, u'mr rozakis mr']
[0.01, u'mutual enjoyment parent']
[0.01, u'national authorities applied']
[0.01, u'national authorities review']
[0.01, u'necessary rule question']
[0.01, u'netherlands european court']
[0.01, u'order inter alia']
[0.01, u'originated application kingdom']
[0.01, u'para art 51']
[0.01, u'particular exercise unjustifiably']
[0.01, u'parties submissions applicant']
[0.01, u'partly dissenting opinion']
[0.01, u'paul mahoney registrar']
[0.01, u'pay legal assistance']
[0.01, u'payment compensation appropriate']
[0.01, u'payment taxes contributions']
[0.01, u'perceived threat source']
[0.01, u'person conviction competent']
[0.01, u'pluralism tolerance broadmindedness']
[0.01, u'point operative provisions']
[0.01, u'possessions meaning article']
[0.01, u'practice observance freedom']
[0.01, u'practice respondent state']
[0.01, u'prerequisite application article']
[0.01, u'prescribed law meaning']
[0.01, u'present case proved']
[0.01, u'primarily matter individual']
[0.01, u'principal judgment court']
[0.01, u'principle equality arms']
[0.01, u'principle law define']
[0.01, u'principles international law']
[0.01, u'protect individual arbitrary']
[0.01, u'provide effective remedy']
[0.01, u'provides rights freedoms']
[0.01, u'pursued reasons adduced']
[0.01, u'rate applicable united']
[0.01, u'reason authorities use']
[0.01, u'reasons forward court']
[0.01, u'recognises contracting states']
[0.01, u'referred court established']
[0.01, u'relation enjoyment rights']
[0.01, u'relevant follows article']
[0.01, u'relevant present case']
[0.01, u'relevant provisions constitution']
[0.01, u'relevant sufficient doing']
[0.01, u'religion right includes']
[0.01, u'remains subject review']
[0.01, u'requires authorities special']
[0.01, u'respect convention grievances']
[0.01, u'respect court notes']
[0.01, u'right access court']
[0.01, u'rights freedoms guaranteed']
[0.01, u'rights taking decision']
[0.01, u'rule 24 members']
[0.01, u'rule 27 para']
[0.01, u'rule 99 commission']
[0.01, u'rule law democratic']
[0.01, u'rules court composed']
[0.01, u'satisfaction article 41']
[0.01, u'satisfied individual know']
[0.01, u'scope article protocol']
[0.01, u'second section rule']
[0.01, u'security forces did']
[0.01, u'separate issue article']
[0.01, u'separate opinion judge']
[0.01, u'shall applied purpose']
[0.01, u'situations discrimination enjoyment']
[0.01, u'society interests national']
[0.01, u'special vigilance vigorous']
[0.01, u'specific nature acts']
[0.01, u'standards conformity principles']
[0.01, u'state exercised discretion']
[0.01, u'state general duty']
[0.01, u'state pay applicants']
[0.01, u'state security court']
[0.01, u'sub paragraph article']
[0.01, u'sufficient doing court']
[0.01, u'supreme court held']
[0.01, u'taken account determining']
[0.01, u'taking decision plenary']
[0.01, u'taxes contributions penalties']
[0.01, u'thousand pounds sterling']
[0.01, u'threatening life nation']
[0.01, u'time offence committed']
[0.01, u'treatment discriminatory objective']
[0.01, u'turkish government government']
[0.01, u'use available means']
[0.01, u'violation article court']
[0.01, u'violence brutality equal']
